City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Puerto Lopez,CO,4.0845,-72.956,89.53,37,73,4.9,broken clouds
346,La Esperanza,GT,14.8667,-91.5667,67.35,84,75,16.11,broken clouds
347,Progreso,MX,21.2833,-89.6667,73.51,73,24,11.7,few clouds
348,Broome,US,42.2506,-75.833,27.84,72,0,4.0,clear sky
349,Esperance,AU,-33.8667,121.9,58.84,59,50,25.99,scattered clouds
350,Benghazi,LY,32.1167,20.0667,60.03,69,96,4.99,overcast clouds
351,Launceston,AU,-41.45,147.1667,65.16,64,4,3.0,clear sky
352,Terrace,CA,54.5163,-128.6035,42.71,81,100,24.16,overcast clouds
353,Kaitangata,NZ,-46.2817,169.8464,57.92,72,2,5.73,clear sky
354,Castlebar,IE,53.85,-9.3,46.6,83,50,5.37,scattered clouds
355,Dali,CN,25.7,100.1833,33.6,90,8,2.62,clear sky
356,Veraval,IN,20.9,70.3667,64.27,77,6,9.31,clear sky
357,Nichinan,JP,31.6,131.3667,36.55,60,95,2.91,overcast clouds
358,Alto Piquiri,BR,-24.0281,-53.4406,72.3,63,16,7.52,few clouds
359,Vrangel,RU,42.7297,133.0839,13.55,67,3,11.43,clear sky
360,Ramban,IN,33.25,75.25,43.05,77,100,4.99,overcast clouds
361,Safaga,EG,26.7292,33.9365,57.15,47,0,14.72,clear sky
362,Lae,PG,-6.7221,146.9847,84.33,63,87,4.29,overcast clouds
363,Palmer,US,42.1584,-72.3287,27.21,43,40,10.36,scattered clouds
364,Touros,BR,-5.1989,-35.4608,81.5,72,2,12.08,clear sky
365,El Carmen,CO,8.5106,-73.4478,73.67,67,93,3.62,overcast clouds
366,Polunochnoye,RU,60.8697,60.4153,4.87,98,100,3.85,overcast clouds
367,Paungde,MM,18.4833,95.5,59.09,58,94,5.21,overcast clouds
368,Santa Rosa De Cabal,CO,4.8681,-75.6214,69.04,68,40,3.44,scattered clouds
369,Elliot Lake,CA,46.3834,-82.6331,24.89,97,100,5.82,light snow
370,Kholmogory,RU,64.2229,41.656,8.71,94,100,7.96,overcast clouds
371,Dandong,CN,40.1292,124.3947,10.35,88,8,4.12,clear sky
372,Eyl,SO,7.9803,49.8164,73.89,74,100,14.74,overcast clouds
373,Fengxian,CN,34.7039,116.5872,34.03,46,100,3.98,overcast clouds
374,Murray Bridge,AU,-35.1167,139.2667,80.38,31,3,14.47,clear sky
375,Sydney Mines,CA,46.2367,-60.2177,16.11,79,75,9.22,broken clouds
376,Oshkosh,US,44.0247,-88.5426,37.29,71,100,3.0,overcast clouds
377,Ilanskiy,RU,56.2358,96.065,6.48,97,100,3.91,overcast clouds
378,Porto Walter,BR,-8.2686,-72.7439,75.56,94,100,3.06,overcast clouds
379,Bubaque,GW,11.2833,-15.8333,77.65,72,2,16.82,clear sky
380,Marawi,PH,7.9986,124.2928,62.65,88,26,1.52,scattered clouds
381,Broken Hill,AU,-31.95,141.4333,73.11,40,3,17.27,clear sky
382,Lorengau,PG,-2.0226,147.2712,82.51,80,100,8.03,overcast clouds
383,Mkushi,ZM,-13.6202,29.3939,62.55,98,99,4.0,light rain
384,Bilma,NE,18.6853,12.9164,61.95,16,0,8.46,clear sky
385,Pustoshka,RU,56.3355,29.369,32.49,97,100,10.07,overcast clouds
386,Jiangyou,CN,31.7667,104.7167,37.89,94,100,2.44,overcast clouds
387,Port Shepstone,ZA,-30.7414,30.455,72.16,87,33,12.35,scattered clouds
388,Kanniyakumari,IN,8.0833,77.5667,76.51,76,72,13.22,broken clouds
389,Idrinskoye,RU,54.3708,92.1358,7.56,93,100,2.8,overcast clouds
390,Constitucion,CL,-35.3333,-72.4167,66.09,64,8,10.2,clear sky
391,Krasnoselkup,RU,65.7,82.4667,-20.96,99,38,7.65,scattered clouds
392,Pierre,US,44.3683,-100.351,45.86,42,40,12.66,scattered clouds
393,Gamba,GA,-2.65,10.0,76.68,89,29,5.77,scattered clouds
394,Port Hardy,CA,50.6996,-127.4199,48.76,76,100,17.27,overcast clouds
395,Tahe,CN,52.3333,124.7333,-12.15,98,40,3.56,scattered clouds
396,Cobourg,DE,50.2667,10.9667,39.29,94,100,5.01,light rain
397,Umrala,IN,21.8333,71.8167,64.49,65,4,5.88,clear sky
398,San Vicente,AR,-26.6167,-54.1333,68.45,47,0,3.02,clear sky
399,Fort-Shevchenko,KZ,44.5086,50.263,37.06,74,95,12.5,overcast clouds
400,Rosarito,MX,32.3333,-117.0333,81.09,31,0,8.86,clear sky
401,Suharau,RO,48.1333,26.4167,38.37,69,92,8.03,overcast clouds
402,Saint-Pierre,RE,-21.3393,55.4781,76.68,83,0,6.91,clear sky
403,Mbandaka,CD,0.0487,18.2603,74.73,42,35,1.86,scattered clouds
404,Nanortalik,GL,60.1432,-45.2371,17.71,65,100,28.7,overcast clouds
405,Luganville,VU,-15.5333,167.1667,80.89,81,100,6.89,moderate rain
406,Muros,ES,42.7762,-9.0603,49.86,82,39,8.37,scattered clouds
407,Qaqortoq,GL,60.7167,-46.0333,7.3,70,100,4.88,overcast clouds
408,San Quintin,MX,30.4833,-115.95,64.69,32,0,6.08,clear sky
409,Taybad,IR,34.74,60.7756,36.64,92,58,5.79,broken clouds
410,Gravdal,NO,68.1214,13.5031,31.89,74,75,4.61,broken clouds
411,Salvador,SV,13.8333,-88.9167,82.44,49,71,3.13,broken clouds
412,Kavieng,PG,-2.5744,150.7967,83.01,73,50,2.95,scattered clouds
413,Chumikan,RU,54.7183,135.315,-12.8,89,43,11.97,scattered clouds
414,Katobu,ID,-4.9408,122.5276,76.62,91,63,6.51,broken clouds
415,Namibe,AO,-15.1961,12.1522,74.03,67,97,10.78,overcast clouds
416,Kathu,TH,7.9178,98.3332,76.82,81,68,8.19,broken clouds
417,Husavik,IS,66.0449,-17.3389,21.11,90,99,9.64,overcast clouds
418,Vetlanda,SE,57.4289,15.0776,32.63,95,58,5.84,broken clouds
419,Olafsvik,IS,64.8945,-23.7142,28.87,71,100,24.25,overcast clouds
420,Lianzhou,CN,24.7811,112.3825,51.76,99,100,4.21,moderate rain
421,Yuli,NG,9.6989,10.2744,71.82,23,0,7.02,clear sky
422,Richards Bay,ZA,-28.783,32.0377,70.88,92,40,2.28,light rain
423,Garden City,US,42.3256,-83.331,31.95,64,20,5.01,few clouds
424,Stornoway,GB,58.2093,-6.3865,37.92,85,36,1.99,scattered clouds
425,Tateyama,JP,34.9833,139.8667,36.1,50,59,11.18,broken clouds
426,Aksu,CN,41.1231,80.2644,20.75,50,100,1.57,overcast clouds
427,Tumut,AU,-35.3,148.2167,65.39,40,0,0.56,clear sky
428,Tchollire,CM,8.4022,14.1698,69.98,20,3,1.32,clear sky
429,Srandakan,ID,-7.9386,110.2506,76.59,87,100,4.18,overcast clouds
430,Denia,ES,38.8408,0.1057,54.64,85,14,5.08,few clouds
431,Abalak,RU,58.1286,68.5944,6.15,90,100,6.76,overcast clouds
432,Pietarsaari,FI,63.65,22.6833,31.89,93,20,11.7,few clouds
433,Caidian,CN,30.5833,114.0333,32.13,100,100,5.84,snow
434,Turukhansk,RU,65.8167,87.9833,-21.12,100,84,3.47,broken clouds
435,Klyuchi,RU,52.2667,79.1667,-4.02,94,28,5.64,scattered clouds
436,Nyurba,RU,63.2842,118.3319,-4.31,98,100,6.33,light snow
437,Srivardhan,IN,18.0333,73.0167,67.55,78,98,5.53,overcast clouds
438,Bratsk,RU,56.1325,101.6142,14.49,98,100,2.42,overcast clouds
439,Manggar,ID,-2.8833,108.2667,77.43,89,100,6.91,overcast clouds
440,Kerema,PG,-7.9631,145.7785,83.43,66,93,0.74,overcast clouds
441,Odweyne,SO,9.4092,45.064,64.08,73,100,7.45,overcast clouds
442,Gadag,IN,15.4167,75.6167,66.13,82,86,3.58,overcast clouds
443,Bagan,RU,54.1001,77.6646,-6.83,96,32,4.61,scattered clouds
444,Saint-Augustin,CA,51.226,-58.6502,-20.63,88,3,5.17,clear sky
445,Kalmunai,LK,7.4167,81.8167,74.82,82,95,8.25,overcast clouds
446,Maumere,ID,-8.6199,122.2111,81.1,80,15,7.18,few clouds
447,Korla,CN,41.7597,86.1469,22.26,50,7,2.75,clear sky
448,Cangzhou,CN,38.3167,116.8667,27.72,45,100,1.28,overcast clouds
449,Stara Synyava,UA,49.6032,27.6191,30.29,82,91,12.59,overcast clouds
450,Padang,ID,-0.9492,100.3543,76.06,79,100,2.35,overcast clouds
451,Kemijarvi,FI,66.7131,27.4306,18.99,93,100,11.21,light snow
452,Juneau,US,58.3019,-134.4197,39.22,96,100,1.01,light rain
453,Nanakuli,US,21.3906,-158.1547,82.35,70,75,11.5,light intensity drizzle
454,Kedrovyy,RU,56.1667,91.8167,19.81,85,100,4.74,overcast clouds
455,Mareeba,AU,-17.0,145.4333,75.43,88,79,3.96,broken clouds
456,Angoche,MZ,-16.2325,39.9086,74.68,94,69,9.01,light rain
457,Novobeysugskaya,RU,45.472,39.8861,33.89,85,100,10.16,overcast clouds
458,Asau,RO,46.4333,26.4,38.39,66,100,6.67,overcast clouds
459,Januaria,BR,-15.4833,-44.3667,68.5,98,100,0.51,light rain
460,Melfi,IT,40.9965,15.6514,49.41,93,9,6.26,clear sky
461,Illapel,CL,-31.6308,-71.1653,78.55,43,0,6.53,clear sky
462,Deputatskiy,RU,69.3,139.9,-35.19,98,75,5.41,broken clouds
463,Phan Thiet,VN,10.9333,108.1,72.95,77,95,4.65,overcast clouds
464,Mabai,CN,23.0128,104.4508,46.17,97,100,2.8,overcast clouds
465,Grand-Santi,GF,4.25,-54.3833,73.18,98,90,3.13,moderate rain
466,Kidal,ML,18.4411,1.4078,65.12,13,0,10.56,clear sky
467,Les Escoumins,CA,48.1111,-69.0236,9.75,92,100,6.38,light snow
468,Ambilobe,MG,-13.2,49.05,74.46,94,99,2.26,overcast clouds
469,Lojt Kirkeby,DK,55.0833,9.4667,34.9,79,96,14.18,overcast clouds
470,Kita,ML,13.0349,-9.4895,75.15,10,1,4.61,clear sky
471,Souillac,MU,-20.5167,57.5167,79.36,89,40,9.22,scattered clouds
472,Loralai,PK,30.3705,68.598,43.25,51,3,0.87,clear sky
473,Oistins,BB,13.0667,-59.5333,78.89,73,75,16.11,broken clouds
474,Nanyuki,KE,0.0167,37.0728,56.98,65,99,3.44,overcast clouds
475,Mecca,SA,21.4267,39.8261,65.77,47,2,4.97,clear sky
476,Pirapora,BR,-17.345,-44.9419,68.72,98,100,2.3,moderate rain
477,Waipawa,NZ,-41.4122,175.5153,60.46,78,100,11.92,overcast clouds
478,Gambiran,ID,-6.7988,111.4951,75.74,92,100,2.3,overcast clouds
479,Carballo,ES,43.213,-8.691,49.69,88,61,1.81,broken clouds
480,Huixtla,MX,15.15,-92.4667,85.68,51,57,6.87,broken clouds
481,Eureka,US,40.8021,-124.1637,68.67,60,3,4.92,clear sky
482,Wajima,JP,37.4,136.9,33.91,64,99,7.63,overcast clouds
483,Necochea,AR,-38.5473,-58.7368,64.04,74,88,14.97,overcast clouds
484,Ca Mau,VN,9.1769,105.15,76.66,72,91,7.07,overcast clouds
485,Northam,GB,51.0333,-4.2167,47.01,83,15,19.84,few clouds
486,Lubao,PH,14.9167,120.55,78.82,83,89,10.67,overcast clouds
487,Ankazoabo,MG,-22.2833,44.5167,71.87,92,100,18.05,light rain
488,San Cosme Y Damian,PY,-27.3167,-56.35,84.38,31,0,7.23,clear sky
489,Shingu,JP,33.7333,135.9833,37.9,64,19,5.57,few clouds
490,Codrington,AU,-38.2667,141.9667,67.35,53,0,8.93,clear sky
491,Lac Du Bonnet,CA,50.2536,-96.0612,2.43,96,100,5.37,overcast clouds
492,Port-Cartier,CA,50.0334,-66.8654,5.11,93,100,3.71,overcast clouds
493,Saint-Denis,FR,48.9167,2.3333,50.56,82,100,5.01,overcast clouds
494,Walvis Bay,NA,-22.9575,14.5053,74.35,68,97,3.44,light rain
495,Melbu,NO,68.5044,14.8297,32.02,64,75,12.66,broken clouds
496,Tripoli,LY,32.8752,13.1875,58.41,79,97,10.09,overcast clouds
497,Paamiut,GL,61.994,-49.6678,4.23,78,100,14.18,overcast clouds
498,Sur,OM,22.5667,59.5289,70.36,65,1,8.55,clear sky
499,Alice Springs,AU,-23.7,133.8833,65.75,77,0,0.0,clear sky
500,Dongsheng,CN,39.8161,109.9776,15.06,38,100,5.57,overcast clouds
501,Rincon,US,32.296,-81.2354,44.85,90,100,1.01,overcast clouds
502,San Jose,US,37.3394,-121.895,71.6,36,0,1.01,clear sky
503,Akyab,MM,20.15,92.9,58.86,63,42,7.4,scattered clouds
504,Tarakan,ID,3.3,117.6333,74.7,100,20,2.3,few clouds
505,Kuito,AO,-12.3833,16.9333,60.12,63,100,8.23,overcast clouds
506,Harbin,CN,45.75,126.65,-9.45,99,72,4.23,broken clouds
507,Moshupa,BW,-24.7782,25.4155,66.61,60,42,5.06,scattered clouds
508,Matongo,TZ,-2.3833,34.0833,63.88,90,98,4.97,light rain
509,Sinnamary,GF,5.3833,-52.95,77.86,87,100,8.57,overcast clouds
510,Bridlington,GB,54.0831,-0.1919,39.88,66,30,26.93,scattered clouds
511,Tessalit,ML,20.1986,1.0114,64.11,13,0,6.71,clear sky
512,Pahrump,US,36.2083,-115.9839,64.94,13,0,3.0,clear sky
513,Pontes E Lacerda,BR,-15.2261,-59.3353,72.23,94,79,3.65,broken clouds
514,Haines Junction,CA,60.7522,-137.5108,42.75,33,90,11.5,overcast clouds
515,Teguise,ES,29.0605,-13.564,61.02,77,0,19.57,clear sky
516,Erenhot,CN,43.6475,111.9767,1.35,87,5,4.79,clear sky
517,Manuk Mangkaw,PH,4.8,119.85,80.44,76,70,6.2,broken clouds
518,Murmashi,RU,68.8154,32.8115,9.01,92,40,7.0,scattered clouds
519,Vao,NC,-22.6667,167.4833,80.65,81,75,3.13,broken clouds
520,Albion,US,42.2431,-84.753,32.02,61,0,5.75,clear sky
521,Nemuro,JP,43.3236,145.575,23.76,74,60,12.35,broken clouds
522,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,75,2.3,broken clouds
523,Vestmannaeyjar,IS,63.4427,-20.2734,35.37,63,100,31.68,overcast clouds
524,Grenaa,DK,56.4158,10.8783,34.02,77,66,18.95,broken clouds
525,Cartagena,CO,10.3997,-75.5144,83.82,61,20,16.11,few clouds
526,Lata,PT,40.1629,-8.3327,52.81,65,39,4.0,scattered clouds
527,Gao,ML,16.6362,1.637,65.79,12,0,11.5,clear sky
528,Valparaiso,CL,-33.0393,-71.6273,66.47,80,75,5.75,broken clouds
529,Edendale,ZA,-29.6528,30.3147,63.63,98,73,2.93,broken clouds
530,Itoman,JP,26.1247,127.6694,59.02,61,75,8.05,broken clouds
531,Singkang,MY,2.1006,102.7994,75.09,97,98,3.96,overcast clouds
532,Vakhsh,TJ,37.7149,68.8346,35.82,100,75,2.24,broken clouds
533,Praia,CV,14.9215,-23.5087,70.34,78,20,21.85,few clouds
534,Faya,SA,18.3851,42.4509,52.32,71,3,0.65,clear sky
535,Patitirion,GR,39.15,23.8667,50.38,68,8,9.46,clear sky
536,Platanos,GR,37.6667,21.6167,55.08,89,77,5.21,broken clouds
537,Haileybury,CA,47.449,-79.6373,18.18,95,100,7.0,light snow
538,Bafq,IR,31.6128,55.4107,45.05,32,0,1.01,clear sky
539,Kathmandu,NP,27.7167,85.3167,43.02,93,75,3.44,mist
540,Libreville,GA,0.3925,9.4537,79.14,83,33,8.21,scattered clouds
541,Tlaxco,MX,19.6167,-98.1167,64.29,44,69,2.86,broken clouds
542,Panzhihua,CN,26.5851,101.7128,41.9,89,2,2.35,clear sky
543,Ambon,ID,-3.6954,128.1814,75.34,94,40,8.05,scattered clouds
544,Ayorou,NE,14.7308,0.9174,70.11,11,0,10.22,clear sky
545,Henderson,US,36.0397,-114.9819,67.68,17,0,14.97,clear sky
546,Malinyi,TZ,-8.9333,36.1333,72.77,85,100,1.83,overcast clouds
547,Cranbrook,CA,49.4999,-115.7688,43.66,56,75,2.3,broken clouds
548,Pemangkat,ID,1.1667,108.9667,76.71,90,99,6.78,overcast clouds
549,Diego De Almagro,CL,-26.3667,-70.05,74.46,22,0,8.77,clear sky
550,Sakakah,SA,29.9697,40.2064,45.97,55,0,4.68,clear sky
551,Merauke,ID,-8.4667,140.3333,82.62,78,100,6.15,overcast clouds
552,Talara,PE,-4.5772,-81.2719,77.76,65,40,16.11,scattered clouds
553,Aksarka,RU,66.5606,67.7975,-14.69,100,93,7.02,overcast clouds
554,Ixtapa,MX,20.7,-105.2,76.23,69,75,11.5,broken clouds
555,Ballina,AU,-28.8667,153.5667,71.78,82,75,13.8,broken clouds
556,Addis Abeba,ET,9.025,38.7469,54.01,78,50,3.65,scattered clouds
557,Westport,US,41.1415,-73.3579,30.29,71,0,5.99,clear sky
558,Concepcion Del Oro,MX,24.6333,-101.4167,56.26,55,99,9.17,overcast clouds
559,Tigzirt,DZ,36.8886,4.1198,51.75,84,9,6.55,clear sky
560,Kloulklubed,PW,7.0419,134.2556,79.3,79,100,24.2,overcast clouds
561,Buldana,IN,20.5333,76.1833,63.66,31,6,3.04,clear sky
562,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,88,3.0,overcast clouds
563,Carutapera,BR,-1.195,-46.02,76.33,93,99,6.11,moderate rain
564,Hunucma,MX,21.0167,-89.8667,73.49,69,78,8.34,broken clouds
565,Visakhapatnam,IN,17.69,83.2093,66.09,94,20,2.3,mist
566,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,64,75,20.13,light shower snow
567,Guerrero Negro,MX,27.9769,-114.0611,68.09,23,0,9.75,clear sky
568,Clyde River,CA,70.4692,-68.5914,-30.77,68,0,6.91,clear sky
569,Kabinda,CD,-6.1333,24.4833,66.22,96,100,0.98,light rain
570,Hit,IQ,33.6416,42.8251,50.61,55,34,0.92,scattered clouds
571,Avera,US,33.194,-82.5271,48.88,53,100,6.31,overcast clouds
572,Dunedin,NZ,-45.8742,170.5036,59.25,62,47,7.0,scattered clouds
573,Innisfail,AU,-17.5333,146.0333,79.75,79,77,6.76,light rain
574,Chifeng,CN,42.2683,118.9636,7.45,78,4,5.88,clear sky
575,Hot Springs,US,34.5037,-93.0552,52.2,36,0,1.99,clear sky
576,Hohenems,AT,47.3671,9.7069,43.54,73,75,14.97,broken clouds
577,Akashi,JP,34.6333,134.9833,37.44,69,13,5.95,few clouds
578,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,100,3.44,overcast clouds
579,Port-Gentil,GA,-0.7193,8.7815,79.9,83,18,11.32,few clouds
580,Nishihara,JP,26.1842,127.7558,58.28,63,75,4.61,broken clouds
581,Yining,CN,29.0361,114.5636,34.29,99,100,1.92,snow
582,Cameron Park,US,38.6688,-120.9872,72.0,47,0,1.01,clear sky
583,Clinton,US,42.587,-82.9199,32.32,68,40,1.01,scattered clouds
584,Baherden,TM,38.4362,57.4316,38.01,67,93,5.97,overcast clouds
585,Lahaina,US,20.8783,-156.6825,82.4,78,4,10.51,clear sky
586,Chita,RU,52.0333,113.55,3.09,92,85,4.47,overcast clouds
587,Ambulu,ID,-8.345,113.6058,76.06,90,100,3.44,overcast clouds
588,Nouadhibou,MR,20.931,-17.0347,66.18,94,16,11.5,few clouds
589,Fengcheng,CN,40.4536,124.0717,8.98,93,9,3.58,clear sky
590,Lethem,GY,3.3803,-59.7968,84.45,58,98,6.22,overcast clouds
591,Chanderi,IN,24.7167,78.1333,53.08,45,0,3.24,clear sky
592,Pampa,US,35.5362,-100.9599,48.74,53,40,19.57,scattered clouds
593,Acajutla,SV,13.5928,-89.8275,86.81,56,28,5.32,scattered clouds
594,Cam Ranh,VN,11.9214,109.1591,71.56,88,75,4.61,broken clouds
595,The Pas,CA,53.8251,-101.2541,-0.38,71,100,12.66,overcast clouds
596,Abha,SA,18.2164,42.5053,52.05,54,0,0.0,clear sky
597,Papara,BR,-3.9839,-38.7273,81.0,86,30,3.22,scattered clouds
598,San Rafael,AR,-34.6177,-68.3301,76.86,32,0,11.56,clear sky
599,Kumluca,TR,36.3703,30.2869,43.68,56,0,6.8,clear sky
600,Kabompo,ZM,-13.5927,24.2008,64.11,98,100,1.5,light rain
601,Kuching,MY,1.55,110.3333,75.42,100,40,5.75,scattered clouds
602,Jalu,LY,29.0331,21.5482,57.72,32,22,5.59,few clouds
603,Gualeguay,AR,-33.1416,-59.3097,65.91,45,0,8.08,clear sky
604,Linqu,CN,36.5156,118.5397,29.84,38,100,1.79,overcast clouds
605,Pontian Kecil,MY,1.4801,103.3899,78.93,90,100,7.16,overcast clouds
606,Lodwar,KE,3.1191,35.5973,86.23,25,100,1.54,overcast clouds
607,Mahanoro,MG,-19.9,48.8,75.87,88,100,4.99,overcast clouds
608,Kayan,MM,16.9056,96.5631,71.74,61,63,4.97,broken clouds
609,Katherine,AU,-14.4667,132.2667,77.32,94,63,0.0,broken clouds
610,Araouane,ML,18.9048,-3.5265,66.31,11,0,9.33,clear sky
611,Xingyi,CN,24.1877,102.817,38.98,88,0,1.88,clear sky
612,Charters Towers,AU,-20.1,146.2667,76.77,62,87,12.28,overcast clouds
613,Mayumba,GA,-3.432,10.6554,76.91,89,69,6.08,broken clouds
614,Rawson,AR,-43.3002,-65.1023,70.86,37,4,17.0,clear sky
615,Saskatoon,CA,52.1168,-106.6345,26.58,80,100,11.5,overcast clouds
616,Alofi,NU,-19.0595,-169.9187,82.29,83,100,8.05,overcast clouds
617,Pangody,RU,65.85,74.4859,-20.79,100,79,4.5,broken clouds
618,Corum,TR,40.5,34.75,11.73,94,15,2.48,few clouds
619,Cordoba,AR,-31.4135,-64.1811,74.25,43,0,9.22,clear sky
620,Shizuishan,CN,39.2333,106.7694,21.0,94,100,8.93,light snow
621,Constantine,DZ,36.365,6.6147,44.01,87,20,0.0,few clouds
622,Warmbad,NA,-28.45,18.7333,80.15,42,53,5.64,broken clouds
623,Winnemucca,US,40.973,-117.7357,51.85,24,0,10.36,clear sky
624,Stolin,BY,51.8912,26.846,33.98,93,100,14.27,overcast clouds
625,Frontera,MX,26.9333,-101.45,64.33,52,20,9.22,few clouds
626,Boca Do Acre,BR,-8.7522,-67.3978,76.5,84,70,0.43,broken clouds
627,Tyup,KG,42.7276,78.3648,20.07,71,100,6.2,overcast clouds
628,Emba,KZ,48.8264,58.1442,14.92,97,100,9.19,overcast clouds
629,Beloha,MG,-25.1667,45.05,74.17,93,100,16.62,light rain
630,Isla Vista,US,34.4133,-119.861,80.01,34,0,6.91,clear sky
631,Matamoros,MX,25.5333,-103.25,69.12,31,75,3.44,broken clouds
632,Lagunas,PE,-5.2269,-75.6753,81.09,69,99,1.81,overcast clouds
633,Shebekino,RU,50.4097,36.9136,32.47,97,97,8.25,light snow
634,Mantua,IT,45.1667,10.7833,44.82,91,97,5.01,overcast clouds
635,Oranzherei,RU,45.8476,47.5663,28.36,88,91,12.82,light snow
636,Khovu-Aksy,RU,51.1333,93.6,-14.13,80,10,6.29,clear sky
637,Ewa Beach,US,21.3156,-158.0072,82.35,65,75,11.5,light intensity drizzle
638,Bardiyah,LY,31.7561,25.0865,57.76,59,50,6.87,scattered clouds
639,Chipiona,ES,36.7366,-6.437,57.31,76,0,8.05,clear sky
640,East Wenatchee Bench,US,47.4257,-120.2812,54.99,89,100,0.0,mist
641,Igrim,RU,63.1906,64.4162,-11.6,100,88,3.96,overcast clouds
642,Rock Sound,BS,24.9,-76.2,74.41,64,8,15.28,clear sky
643,Honiara,SB,-9.4333,159.95,84.43,76,100,7.83,overcast clouds
644,Warkworth,NZ,-36.4,174.6667,71.42,94,100,17.13,overcast clouds
645,Luwuk,ID,-0.9516,122.7875,78.73,79,100,1.74,overcast clouds
646,Danielskuil,ZA,-28.1887,23.5395,67.96,58,10,6.82,clear sky
647,Canon City,US,38.441,-105.2424,42.15,53,0,5.99,clear sky
648,Abadiania,BR,-16.2042,-48.7069,74.32,97,100,3.83,overcast clouds
649,Calmar,CA,53.2668,-113.8187,49.28,54,75,9.22,broken clouds
650,Kundiawa,PG,-6.0167,144.9667,70.75,68,96,2.13,light rain
651,Madingou,CG,-4.1536,13.55,73.67,92,90,1.03,overcast clouds
652,Sorland,NO,67.667,12.6934,32.07,62,100,11.97,overcast clouds
653,Uglovskoye,RU,51.3557,80.1942,-4.83,83,4,5.55,clear sky
654,Mahon,ES,39.8885,4.2658,46.96,87,0,5.75,clear sky
655,Sant Feliu De Guixols,ES,41.7833,3.0333,52.14,50,70,1.97,broken clouds
656,Whitecourt,CA,54.1502,-115.6855,52.84,30,75,20.71,broken clouds
657,Ocos,GT,14.5094,-92.1933,90.1,65,34,7.4,scattered clouds
658,Olinda,BR,-8.0089,-34.8553,82.13,65,20,6.91,few clouds
659,Olga,RU,43.7444,135.2892,8.89,64,3,7.14,clear sky
660,Miranda,CO,3.2499,-76.2281,77.13,96,94,2.8,moderate rain
661,Pozo Colorado,PY,-23.4923,-58.7972,79.45,43,1,6.42,clear sky
662,Kysyl-Syr,RU,63.8986,122.7617,-23.21,98,100,7.16,overcast clouds
663,Payakumbuh,ID,-0.2202,100.6308,66.88,94,100,3.71,overcast clouds
664,Chizhou,CN,30.6578,117.4831,32.63,100,100,8.32,snow
665,Lubango,AO,-14.9172,13.4925,61.97,53,100,3.44,overcast clouds
666,Kavali,IN,14.9167,79.9833,71.11,77,90,3.33,overcast clouds
667,Baturinskaya,RU,45.7927,39.3707,34.34,87,94,10.49,overcast clouds
668,Dalbandin,PK,28.8947,64.4101,53.22,26,27,9.42,scattered clouds
669,Port Moresby,PG,-9.4431,147.1797,78.22,83,75,11.5,haze
670,Kamenka,RU,51.3223,42.7678,25.5,97,97,7.11,overcast clouds
671,Tres Arroyos,AR,-38.3739,-60.2798,60.26,79,95,9.48,overcast clouds
672,Cuamba,MZ,-14.8031,36.5372,65.01,96,6,3.8,clear sky
673,Kelowna,CA,49.8831,-119.4857,46.81,62,0,7.0,clear sky
674,Kabare,CD,-2.4683,28.8242,60.03,91,74,1.86,broken clouds
675,Homer,US,59.6425,-151.5483,33.69,82,100,18.41,overcast clouds
676,Talkha,EG,31.0539,31.3779,45.79,82,0,4.41,clear sky
677,Makakilo City,US,21.3469,-158.0858,80.92,67,75,11.5,light intensity drizzle
678,Lamont,US,35.2597,-118.9143,77.83,31,0,3.51,clear sky
679,Wagga Wagga,AU,-35.1167,147.3667,70.84,52,0,8.05,clear sky
680,Remscheid,DE,51.1833,7.2,39.74,90,100,15.5,overcast clouds
681,Pulandian,CN,39.3953,121.9669,23.13,78,67,5.06,broken clouds
682,Minsk Mazowiecki,PL,52.1794,21.5725,40.42,90,100,24.07,light rain
683,Rognan,NO,67.0953,15.3878,28.89,81,100,6.51,overcast clouds
684,Baiyin,CN,36.5583,104.2081,4.08,94,66,2.35,broken clouds
685,Columbia,US,34.0007,-81.0348,47.88,41,100,4.61,overcast clouds
686,Manzhouli,CN,49.6,117.4333,0.34,98,77,6.49,broken clouds
687,Ladario,BR,-19.0047,-57.6017,74.66,95,98,3.0,very heavy rain
688,Atbasar,KZ,51.8,68.3333,4.82,87,59,8.93,broken clouds
689,Nkhotakota,MW,-12.9274,34.2961,70.09,89,47,5.37,light rain
690,Ushtobe,KZ,45.2514,77.9838,30.24,89,100,15.32,overcast clouds
691,Suwannaphum,TH,15.6035,103.8021,73.4,71,92,5.37,overcast clouds
692,Yumen,CN,40.2833,97.2,11.5,84,53,11.74,broken clouds
693,Selje,NO,62.0459,5.351,39.2,89,92,18.28,light rain
694,Ambatofinandrahana,MG,-20.55,46.8,59.18,97,83,4.03,broken clouds
695,Lovozero,RU,68.005,35.0117,3.43,95,11,8.9,few clouds
